applicant_id,employment_type,rent_payment_ratio,utility_payment_ratio,telecom_payment_ratio,telecom_tenure_months,monthly_bank_inflow,monthly_bank_outflow,avg_bank_balance,bounce_count_6m,gig_monthly_earnings,gig_earnings_stability,gig_months_active,gig_rating,income_to_expense_ratio,payment_consistency,data_conflict_count,falsified_record_flag,falsification_type,fraud_risk_score,missing_data_ratio,credit_risk_score,decision
A07730,self_employed,0.844,0.858,0.944,34,41237,19148,15908,0,3848,0.75,28,4.22,2.154,0.882,0,0,none,0.11,0.0,0.172,REFER
A07731,self_employed,1.0,,0.949,34,45264,28006,14726,2,2085,0.931,41,4.65,1.616,0.974,0,0,none,0.011,0.083,0.048,APPROVE
A07732,salaried,0.917,0.828,0.935,45,45998,35202,17799,0,3325,0.641,23,4.41,1.307,0.893,0,0,none,0.124,0.0,0.107,APPROVE
A07733,gig,0.861,0.871,0.929,41,37884,19578,11308,0,,0.703,38,4.47,1.935,0.887,0,0,none,0.072,0.083,0.052,APPROVE
A07734,self_employed,0.715,0.797,0.908,29,38486,23437,7341,1,4772,0.654,31,3.95,1.642,0.807,3,0,none,0.243,0.0,0.155,APPROVE
A07735,gig,0.909,0.892,0.863,45,31118,20175,9720,0,,0.864,32,4.47,1.542,0.888,0,0,none,0.07,0.083,0.106,APPROVE
A07736,salaried,0.772,0.83,0.73,36,34452,24873,5916,1,,0.59,23,3.9,1.385,0.777,0,0,none,0.085,0.083,0.25,DECLINE
A07737,self_employed,0.655,0.69,0.801,40,45792,30777,11829,3,7711,0.456,35,4.17,1.488,0.716,0,0,none,0.133,0.0,0.263,DECLINE
A07738,gig,0.919,0.87,,40,16488,10150,6397,0,12078,,,4.22,1.624,0.894,0,0,none,0.077,0.25,0.114,APPROVE
A07739,salaried,0.886,0.968,0.864,51,65921,34300,21249,0,12365,0.84,34,4.71,1.922,0.906,0,0,none,0.087,0.0,0.063,APPROVE
A07740,self_employed,0.867,0.926,0.979,28,63189,40252,20075,1,2284,0.905,31,4.57,1.57,0.924,0,0,none,0.062,0.0,0.077,APPROVE
A07741,self_employed,0.589,0.578,0.588,31,29627,17816,3415,4,,0.231,0,,1.663,0.585,0,0,none,0.124,0.167,0.4,DECLINE
A07742,gig,0.741,0.811,0.802,37,52659,34330,14082,0,44917,0.614,26,4.0,1.534,0.785,0,0,none,0.079,0.0,0.12,APPROVE
A07743,self_employed,0.831,0.894,0.854,36,20324,13850,8633,0,2944,0.75,18,4.55,1.467,0.86,0,0,none,0.07,0.0,0.15,APPROVE
A07744,salaried,0.649,0.692,0.766,32,57569,48751,15916,1,0,,0,,1.181,0.702,0,0,none,0.117,0.167,0.217,DECLINE
A07745,gig,0.96,0.909,0.956,47,,16230,8343,0,18392,0.911,25,4.57,,0.942,0,0,none,0.0,0.083,0.065,APPROVE
A07746,self_employed,0.868,0.873,0.974,51,51265,39168,17718,1,7366,0.814,26,4.59,1.309,0.905,0,0,none,0.094,0.0,0.087,APPROVE
A07747,gig,0.634,0.675,0.703,32,46753,28250,12515,4,35500,0.491,56,3.48,1.655,0.671,0,1,inflated_income,0.624,0.0,0.355,DECLINE
A07748,salaried,1.0,0.983,1.0,31,34415,22550,10640,0,5131,,44,4.58,1.526,0.994,0,0,none,0.054,0.083,0.063,APPROVE
A07749,gig,0.753,0.907,0.869,22,10769,8382,6673,0,7092,0.67,77,4.88,1.285,0.843,0,0,none,0.132,0.0,0.106,APPROVE
A07750,salaried,0.796,,0.901,63,25727,19168,6546,0,1543,0.763,0,,1.342,0.848,0,0,none,0.077,0.167,0.149,APPROVE
A07751,gig,0.99,1.0,0.931,43,64708,39779,26044,0,48689,0.781,35,4.68,1.627,0.974,0,0,none,0.0,0.0,0.035,APPROVE
A07752,gig,1.0,0.732,0.787,27,26833,13782,2856,1,21658,0.706,27,4.25,1.947,0.84,0,1,fabricated_rent_history,0.555,0.0,0.254,DECLINE
A07753,gig,0.777,0.67,0.753,24,44913,23540,14369,0,37594,0.627,15,4.07,1.908,0.733,0,0,none,0.1,0.0,0.153,APPROVE
A07754,self_employed,0.956,1.0,0.984,50,66817,41485,25827,0,1114,0.702,0,,1.611,0.98,1,0,none,0.125,0.083,0.096,APPROVE
A07755,self_employed,0.985,0.893,0.873,26,32433,20199,9997,1,1879,0.609,0,,1.606,0.917,0,0,none,0.129,0.083,0.121,APPROVE
A07756,self_employed,0.626,0.76,0.813,22,13745,10012,95,2,2766,0.415,,3.79,1.373,0.733,0,0,none,0.126,0.083,0.303,DECLINE
A07757,self_employed,0.973,0.997,0.953,61,25338,10411,10020,1,,0.861,27,4.92,2.434,0.974,0,0,none,0.009,0.083,0.048,APPROVE
A07758,self_employed,0.61,0.658,0.746,33,114577,80042,21571,0,9597,0.51,,4.07,1.431,0.671,0,0,none,0.163,0.083,0.244,DECLINE
A07759,self_employed,0.799,0.859,0.887,19,27857,,9237,2,5260,0.543,34,4.47,,0.848,2,0,none,0.204,0.083,0.185,REFER
A07760,salaried,0.895,0.937,0.84,94,79366,50649,28394,0,12982,0.746,38,4.21,1.567,0.891,0,0,none,0.091,0.0,0.117,APPROVE
A07761,self_employed,0.856,0.869,0.877,27,21463,9248,3949,0,1146,0.765,,,2.321,0.868,0,0,none,0.0,0.167,0.176,REFER
A07762,salaried,0.682,0.722,0.801,16,71541,35739,19898,0,,0.384,27,3.83,2.002,0.735,1,0,none,0.183,0.083,0.263,DECLINE
A07763,self_employed,0.889,0.89,1.0,21,62304,36198,24159,0,192,0.742,0,,1.721,0.926,0,0,none,0.025,0.083,0.051,APPROVE
A07764,self_employed,0.935,0.884,0.96,57,31575,19392,15796,1,333,0.751,0,,1.628,0.926,3,0,none,0.227,0.083,0.119,APPROVE
A07765,gig,0.783,0.816,0.865,,18369,13989,6570,1,12739,0.639,26,4.31,1.313,0.821,0,0,none,0.053,0.083,0.229,DECLINE
A07766,salaried,0.855,0.792,0.874,28,47224,25408,16161,2,12959,0.752,65,4.69,1.859,0.84,0,0,none,0.088,0.0,0.14,APPROVE
A07767,gig,0.68,0.688,0.825,60,24175,13590,12990,2,23974,,25,4.2,1.779,0.731,0,0,none,0.092,0.083,0.221,DECLINE
A07768,gig,0.879,0.913,0.867,55,30016,22442,9684,0,27777,0.722,39,4.44,1.338,0.886,1,0,none,0.073,0.0,0.094,APPROVE
A07769,salaried,0.987,0.935,0.866,29,25326,8864,12572,0,5402,0.703,55,4.66,2.857,0.929,2,0,none,0.213,0.0,0.078,APPROVE
A07770,self_employed,0.753,0.77,0.796,36,48674,28204,16694,1,2284,0.584,34,4.34,1.726,0.773,0,0,none,0.096,0.0,0.17,REFER
A07771,gig,1.0,0.88,,46,17071,8964,9373,1,11964,0.98,46,5.0,1.904,0.94,0,0,none,0.116,0.083,0.054,APPROVE
A07772,gig,0.811,0.8,0.841,65,15799,12064,2485,1,11926,0.653,,3.95,1.31,0.817,0,0,none,0.179,0.083,0.216,DECLINE
A07773,salaried,0.588,0.722,0.795,16,21515,18349,5681,2,6636,0.645,26,4.19,1.173,0.701,0,0,none,0.126,0.0,0.285,DECLINE
A07774,gig,0.674,0.775,0.748,35,43255,22945,11403,0,30050,0.548,44,4.35,1.885,0.733,0,0,none,0.16,0.0,0.208,REFER
A07775,gig,0.644,0.697,0.771,33,25650,12940,6181,2,22290,0.583,32,4.36,1.982,0.704,0,0,none,0.133,0.0,0.232,DECLINE
A07776,self_employed,0.778,0.874,0.93,19,32176,17830,11550,0,582,0.684,0,,1.805,0.861,0,0,none,0.143,0.083,0.125,APPROVE
A07777,gig,0.796,0.706,0.821,23,42293,25755,9004,1,,0.502,39,,1.642,0.774,0,0,none,0.119,0.167,0.18,REFER
A07778,self_employed,0.996,0.96,0.91,37,35963,21043,12582,0,3118,0.779,29,4.6,1.709,0.955,0,0,none,0.039,0.0,0.035,APPROVE
A07779,self_employed,,0.978,0.892,39,52562,35833,19244,0,5735,0.5,28,,1.467,0.935,0,0,none,0.044,0.167,0.097,APPROVE
A07780,gig,0.802,0.995,0.861,76,47932,22003,18478,2,33076,0.963,63,4.51,2.178,0.886,0,0,none,0.105,0.0,0.062,APPROVE
A07781,gig,0.728,0.906,0.875,39,32981,24267,9024,0,31363,0.592,43,3.88,1.359,0.836,0,0,none,0.13,0.0,0.105,APPROVE
A07782,salaried,0.686,0.709,0.788,63,35278,25669,4323,4,2920,0.468,34,,1.374,0.728,1,0,none,0.126,0.083,0.285,DECLINE
A07783,salaried,0.778,0.824,0.885,76,46743,23381,11681,0,7630,0.723,36,4.32,1.999,0.829,2,0,none,0.17,0.0,0.187,REFER
A07784,gig,0.899,0.887,0.85,80,,23988,6879,2,23249,0.746,30,4.39,,0.879,0,0,none,0.065,0.083,0.177,REFER
A07785,salaried,0.857,0.951,0.875,,51178,40976,16676,0,6224,0.853,35,4.57,1.249,0.894,0,0,none,0.071,0.083,0.035,APPROVE
A07786,self_employed,0.9,0.885,0.853,120,22634,9022,8181,0,,0.493,,,2.509,0.88,0,0,none,0.14,0.25,0.08,APPROVE
A07787,gig,0.86,0.801,0.823,77,46706,34884,16014,1,41925,0.879,19,4.04,1.339,0.828,0,0,none,0.078,0.0,0.152,APPROVE
A07788,gig,0.874,0.782,0.888,39,35754,23645,13987,2,33770,0.607,27,4.11,1.512,0.848,0,0,none,0.027,0.0,0.152,APPROVE
A07789,self_employed,0.932,0.875,0.963,34,19292,7739,8355,1,2009,0.727,31,4.58,2.493,0.924,0,0,none,0.039,0.0,0.063,APPROVE
A07790,self_employed,1.0,0.936,0.901,27,38015,18826,11883,0,5637,0.668,37,4.8,2.019,0.945,0,0,none,0.019,0.0,0.056,APPROVE
A07791,salaried,0.76,0.869,0.869,43,46141,34732,12959,0,1413,0.59,0,,1.329,0.833,0,0,none,0.107,0.083,0.146,APPROVE
A07792,gig,0.975,1.0,0.936,58,62806,34629,,0,50632,0.99,47,4.69,1.814,0.97,0,0,none,0.088,0.083,0.089,APPROVE
A07793,gig,0.747,0.928,0.908,33,24680,11478,10856,2,15585,0.841,49,4.26,2.15,0.861,0,0,none,0.133,0.0,0.132,APPROVE
A07794,self_employed,0.755,0.819,0.925,37,10813,,4152,2,3452,0.599,16,4.28,,0.833,0,0,none,0.038,0.083,0.248,DECLINE
A07795,gig,0.999,0.95,0.955,44,47532,25111,15178,1,44945,0.871,42,4.66,1.893,0.968,0,0,none,0.059,0.0,0.051,APPROVE
A07796,self_employed,0.725,,0.872,40,38744,28688,13025,1,,0.588,,4.14,1.351,0.799,0,0,none,0.137,0.25,0.235,DECLINE
A07797,salaried,0.988,0.993,0.939,37,43970,22573,17802,0,13111,0.753,38,4.73,1.948,0.973,0,0,none,0.007,0.0,0.003,APPROVE
A07798,gig,1.0,0.927,1.0,68,73054,44608,27547,0,50298,0.99,43,4.56,1.638,0.976,0,0,none,0.139,0.0,0.024,APPROVE
A07799,gig,0.779,,,21,56101,28817,19989,2,47288,0.682,21,4.47,1.947,0.779,0,0,none,0.033,0.167,0.191,REFER
A07800,gig,0.748,0.83,0.879,29,31221,18306,6355,3,25249,,22,4.41,1.706,0.819,3,0,none,0.223,0.083,0.213,REFER
A07801,self_employed,0.891,0.797,0.859,35,52715,19565,16752,0,5952,0.798,56,4.17,2.694,0.849,0,0,none,0.048,0.0,0.153,APPROVE
A07802,gig,1.0,0.807,0.886,30,89924,63839,26967,,63131,0.805,17,4.38,1.409,0.898,0,1,fabricated_rent_history,0.597,0.083,0.156,APPROVE
A07803,gig,0.733,0.799,,22,16978,9190,,0,15008,0.655,27,4.08,1.847,0.766,0,0,none,0.103,0.167,0.282,DECLINE
A07804,gig,0.782,0.852,0.852,39,23660,14926,6749,0,19516,,25,4.26,1.585,0.829,0,0,none,0.037,0.083,0.194,REFER
A07805,salaried,1.0,,0.976,44,18187,10334,6357,0,0,0.717,0,,1.76,0.988,0,0,none,0.077,0.167,0.047,APPROVE
A07806,gig,0.856,0.895,1.0,32,16022,6653,6185,1,12986,0.912,23,4.46,2.408,0.917,0,0,none,0.041,0.0,0.046,APPROVE
A07807,gig,0.897,0.936,0.902,52,33556,22510,10185,1,29782,0.862,26,4.53,1.491,0.912,0,0,none,0.065,0.0,0.108,APPROVE
A07808,gig,0.787,0.802,0.761,65,39224,30326,6472,1,36405,0.761,34,4.43,1.293,0.784,0,0,none,0.152,0.0,0.188,REFER
A07809,self_employed,0.878,0.938,0.944,55,20543,,7027,1,2450,0.69,25,4.49,,0.92,0,0,none,0.086,0.083,0.097,APPROVE
A07810,gig,0.618,0.669,0.747,26,35822,24058,10848,2,30174,0.478,15,3.68,1.489,0.678,0,0,none,0.248,0.0,0.262,DECLINE
A07811,gig,0.881,0.881,0.914,80,23899,15463,8677,0,21986,0.743,68,4.3,1.546,0.892,0,0,none,0.039,0.0,0.105,APPROVE
A07812,salaried,0.895,0.892,0.929,38,51361,34325,17565,0,6972,0.659,49,4.33,1.496,0.905,1,0,none,0.103,0.0,0.068,APPROVE
A07813,salaried,0.954,0.88,0.787,35,55010,28902,18746,2,1336,0.594,0,,1.903,0.874,0,0,none,0.037,0.083,0.144,APPROVE
A07814,self_employed,0.859,0.913,0.888,46,49857,37940,16905,0,1875,0.561,0,,1.314,0.887,0,0,none,0.057,0.083,0.092,APPROVE
A07815,gig,0.714,0.755,0.805,47,37634,20569,13965,2,35434,0.67,42,3.98,1.83,0.758,0,0,none,0.07,0.0,0.179,REFER
A07816,self_employed,0.959,0.858,0.878,45,32451,20363,10411,0,517,0.802,0,,1.594,0.898,0,0,none,0.064,0.083,0.044,APPROVE
A07817,salaried,0.634,0.751,0.829,33,,53041,21509,2,15126,0.518,44,4.0,,0.738,0,0,none,0.099,0.083,0.238,DECLINE
A07818,salaried,,0.826,0.914,63,38799,17665,11547,0,4036,0.727,35,4.41,2.196,0.87,0,0,none,0.096,0.083,0.091,APPROVE
A07819,self_employed,0.962,0.987,1.0,72,77093,35836,33084,0,4161,0.839,47,,2.151,0.983,0,0,none,0.0,0.083,0.024,APPROVE
A07820,gig,0.747,0.743,0.859,53,35547,20478,12640,1,33885,0.622,22,4.33,1.736,0.783,0,0,none,0.081,0.0,0.191,REFER
A07821,gig,0.885,0.825,0.924,47,39597,25771,11759,0,34843,0.867,93,4.63,1.536,0.878,0,0,none,0.021,0.0,0.059,APPROVE
A07822,gig,0.703,0.682,0.824,62,23964,16993,9977,2,15108,0.646,40,4.0,1.41,0.736,0,0,none,0.123,0.0,0.188,REFER
A07823,gig,0.804,0.904,0.88,30,39874,25534,13993,1,30484,0.782,43,4.39,1.562,0.863,0,0,none,0.053,0.0,0.133,APPROVE
A07824,self_employed,0.943,0.904,0.827,71,27151,19130,6972,0,5424,0.694,49,4.28,1.419,0.891,0,0,none,0.076,0.0,0.079,APPROVE
A07825,gig,0.702,0.759,0.723,42,36435,28125,8630,2,31727,0.57,54,4.02,1.295,0.728,0,0,none,0.045,0.0,0.178,REFER
A07826,salaried,0.872,1.0,0.949,104,22698,15238,8046,0,0,0.853,0,,1.49,0.94,0,0,none,0.027,0.083,0.063,APPROVE
A07827,gig,0.584,0.611,0.688,73,29048,22160,6703,3,25611,0.521,20,3.72,1.311,0.628,0,0,none,0.213,0.0,0.271,DECLINE
A07828,self_employed,0.904,1.0,0.89,29,22387,17413,6699,0,4380,0.749,24,4.85,1.286,0.931,0,0,none,0.093,0.0,0.073,APPROVE
A07829,gig,0.546,0.611,,31,14044,8944,1814,1,10477,0.53,10,3.68,1.57,0.578,0,0,none,0.203,0.083,0.32,DECLINE
A07830,gig,0.88,0.9,0.965,39,68857,29918,23048,0,47411,0.911,24,4.8,2.301,0.915,0,0,none,0.022,0.0,0.05,APPROVE
A07831,salaried,0.907,0.872,0.884,60,39914,24646,13611,0,6750,0.754,23,4.53,1.619,0.888,1,0,none,0.113,0.0,0.048,APPROVE
A07832,salaried,0.942,0.978,1.0,30,33170,21078,11033,0,0,0.688,0,,1.574,0.973,0,0,none,0.009,0.083,0.031,APPROVE
A07833,gig,0.677,,0.901,70,20724,13965,1745,4,19548,0.817,20,4.33,1.484,0.789,0,0,none,0.091,0.083,0.26,DECLINE
A07834,gig,,0.923,0.892,65,27276,17738,8623,1,23419,0.902,23,4.14,1.538,0.908,0,0,none,0.07,0.083,0.122,APPROVE
A07835,gig,0.678,0.666,0.651,41,42002,27888,5268,3,38308,0.624,34,3.43,1.506,0.665,0,0,none,0.162,0.0,0.263,DECLINE
A07836,salaried,0.749,0.756,0.873,33,40746,25269,12611,1,8460,0.71,21,4.16,1.612,0.793,0,0,none,0.064,0.0,0.177,REFER
A07837,gig,0.737,0.901,0.885,38,91376,55925,25516,0,68281,0.682,28,4.24,1.634,0.841,0,0,none,0.138,0.0,0.154,APPROVE
A07838,gig,0.999,0.766,0.904,43,43508,15477,20666,0,41756,0.832,32,4.53,2.811,0.889,0,0,none,0.05,0.0,0.021,APPROVE
A07839,gig,0.678,0.812,0.791,59,78797,57194,16627,1,,0.451,36,4.24,1.378,0.76,0,0,none,0.123,0.083,0.167,REFER
A07840,gig,0.794,0.777,0.858,40,11541,7908,3421,1,7308,0.742,29,4.3,1.459,0.81,0,0,none,0.085,0.0,0.194,REFER
A07841,gig,0.683,0.849,0.778,,42215,26350,15797,3,24759,0.655,13,4.16,1.602,0.77,0,0,none,0.082,0.083,0.167,REFER
A07842,self_employed,0.734,0.749,0.837,40,,27870,15744,3,10295,0.645,43,4.07,,0.773,0,0,none,0.089,0.083,0.187,REFER
A07843,self_employed,0.944,0.847,0.885,32,44030,21760,,2,,0.592,21,4.53,2.023,0.892,0,0,none,0.098,0.167,0.223,DECLINE
A07844,gig,0.795,0.776,0.807,31,35086,18629,13016,0,32381,0.827,49,4.26,1.883,0.793,0,0,none,0.111,0.0,0.17,REFER
A07845,gig,0.953,,,101,26176,16522,9030,0,,0.987,23,4.82,1.584,0.953,0,0,none,0.0,0.25,0.098,APPROVE
A07846,gig,0.931,0.926,1.0,66,41509,17536,19735,0,25764,0.911,23,4.43,2.367,0.952,0,0,none,0.114,0.0,0.056,APPROVE
A07847,self_employed,0.773,0.851,0.872,25,57231,31077,15814,1,8787,0.572,,4.45,1.842,0.832,0,0,none,0.107,0.083,0.13,APPROVE
A07848,salaried,0.965,0.916,0.98,33,37931,16459,15136,0,,,,4.79,2.305,0.954,0,0,none,0.036,0.25,0.067,APPROVE
A07849,gig,1.0,0.87,0.906,49,37833,20579,9494,1,31081,0.749,22,4.21,1.838,0.925,0,0,none,0.005,0.0,0.037,APPROVE
A07850,gig,,0.779,0.834,35,35232,18097,,2,25328,0.803,36,4.34,1.947,0.807,0,0,none,0.064,0.167,0.251,DECLINE
A07851,gig,0.8,0.848,0.877,33,38442,18704,13286,0,26692,,,4.55,2.055,0.842,0,0,none,0.124,0.167,0.131,APPROVE
A07852,gig,0.823,0.638,0.862,78,47886,30531,15680,1,33026,0.607,44,4.13,1.568,0.774,0,0,none,0.091,0.0,0.179,REFER
A07853,gig,0.933,1.0,0.947,,20265,11875,6549,0,15631,0.871,40,5.0,1.707,0.96,0,0,none,0.013,0.083,0.058,APPROVE
A07854,self_employed,,0.909,0.834,81,59429,39394,26727,0,5519,0.862,45,,1.509,0.871,0,0,none,0.027,0.167,0.164,REFER
A07855,self_employed,0.935,0.962,0.994,36,43430,31534,18448,1,1521,0.765,0,,1.377,0.964,0,0,none,0.093,0.083,0.054,APPROVE
A07856,self_employed,0.879,0.821,0.881,18,35472,16220,11276,1,,0.767,27,4.5,2.187,0.86,0,0,none,0.078,0.083,0.103,APPROVE
A07857,salaried,0.74,0.733,0.828,,,55288,23137,3,0,0.472,0,,,0.767,0,0,none,0.037,0.25,0.24,DECLINE
A07858,salaried,0.649,0.747,0.711,37,58351,48671,17167,5,6271,0.552,,3.64,1.199,0.703,1,0,none,0.162,0.083,0.285,DECLINE
A07859,self_employed,0.89,1.0,0.937,23,22265,15109,9017,2,1545,0.689,0,,1.474,0.942,4,0,none,0.206,0.083,0.148,APPROVE
A07860,gig,,0.802,0.867,31,37789,30075,12798,3,30791,0.78,29,4.0,1.257,0.835,0,0,none,0.094,0.083,0.175,REFER
A07861,gig,0.771,0.834,0.851,21,27716,15171,8079,1,,0.703,74,4.11,1.827,0.818,0,0,none,0.154,0.083,0.127,APPROVE
A07862,gig,1.0,0.98,0.925,29,27638,12064,,0,18752,0.851,36,4.5,2.291,0.968,0,0,none,0.094,0.083,0.088,APPROVE
A07863,self_employed,0.807,0.797,0.813,47,48766,33177,11707,0,6013,0.588,27,4.47,1.47,0.806,0,0,none,0.028,0.0,0.136,APPROVE
A07864,self_employed,0.88,0.909,0.924,31,,42050,16351,0,,0.765,48,4.85,,0.904,0,0,none,0.134,0.167,0.145,APPROVE
A07865,gig,0.741,0.833,0.9,73,31873,20812,6617,1,25493,0.661,17,4.27,1.532,0.824,0,0,none,0.112,0.0,0.126,APPROVE
A07866,self_employed,0.85,0.949,0.984,36,41813,15665,,0,3909,0.864,28,4.45,2.669,0.927,0,0,none,0.099,0.083,0.179,REFER
A07867,self_employed,0.824,0.908,0.851,40,26851,13695,12666,0,5683,0.546,37,4.27,1.961,0.861,0,0,none,0.078,0.0,0.114,APPROVE
A07868,salaried,0.981,0.956,0.891,27,96851,,32493,0,2119,0.773,43,4.62,,0.943,0,0,none,0.031,0.083,0.048,APPROVE
A07869,self_employed,0.787,0.818,0.864,19,31701,20973,13024,1,,0.637,0,,1.512,0.823,0,0,none,0.147,0.167,0.157,APPROVE
A07870,gig,0.819,0.83,0.842,26,23970,16241,6480,0,24538,0.766,33,4.23,1.476,0.831,0,0,none,0.042,0.0,0.119,APPROVE
A07871,salaried,0.734,0.907,0.855,23,57440,33541,,1,3186,0.739,22,,1.713,0.832,0,0,none,0.0,0.167,0.232,DECLINE
A07872,gig,0.961,0.979,0.873,49,23005,10873,8422,0,19899,0.792,26,,2.116,0.938,0,0,none,0.114,0.083,0.044,APPROVE
A07873,salaried,0.825,0.843,,47,46381,36141,13654,1,3138,0.778,53,4.22,1.283,0.834,0,0,none,0.057,0.083,0.102,APPROVE
A07874,salaried,0.868,0.953,0.92,52,29840,18399,9258,0,1761,0.798,0,,1.622,0.913,0,0,none,0.054,0.083,0.074,APPROVE
A07875,gig,0.9,0.84,0.897,45,27561,20623,9653,0,19630,0.874,43,4.57,1.336,0.879,0,0,none,0.105,0.0,0.053,APPROVE
A07876,salaried,0.882,0.895,0.923,38,24591,,8512,2,4156,0.594,22,4.38,,0.9,0,0,none,0.097,0.083,0.081,APPROVE
A07877,salaried,0.934,0.862,0.905,30,49638,32489,20459,0,3265,0.602,21,4.25,1.528,0.9,0,0,none,0.11,0.0,0.129,APPROVE
A07878,self_employed,0.893,0.977,0.919,39,25804,12563,6872,0,5509,0.777,36,4.47,2.054,0.93,0,0,none,0.023,0.0,0.042,APPROVE
A07879,gig,0.732,0.804,0.737,57,9000,6083,3250,0,6872,0.682,26,4.17,1.48,0.758,0,0,none,0.141,0.0,0.277,DECLINE
A07880,salaried,0.642,0.676,0.819,13,20073,10674,7530,0,1865,0.629,0,,1.88,0.712,0,0,none,0.188,0.083,0.201,REFER
A07881,salaried,0.907,0.68,0.933,32,69946,38053,21275,2,15023,0.588,32,4.04,1.838,0.84,0,0,none,0.069,0.0,0.094,APPROVE
A07882,gig,0.749,0.818,0.817,35,17150,9147,2050,0,14639,,25,4.21,1.875,0.795,0,0,none,0.145,0.083,0.221,DECLINE
A07883,self_employed,0.801,0.754,0.898,,70028,42587,17091,1,0,0.52,0,,1.644,0.818,0,0,none,0.102,0.167,0.183,REFER
A07884,salaried,0.829,0.87,0.906,24,45758,20443,16078,2,8007,0.773,47,4.75,2.238,0.868,0,0,none,0.032,0.0,0.106,APPROVE
A07885,gig,0.543,0.673,0.656,28,52742,29639,6718,1,27419,0.369,48,3.49,1.779,0.624,0,1,inflated_income,0.593,0.0,0.269,DECLINE
A07886,salaried,,0.842,0.823,16,34515,21767,8349,0,1694,0.636,0,,1.586,0.833,0,0,none,0.103,0.167,0.159,APPROVE
A07887,salaried,0.733,0.829,0.809,74,36847,22531,7866,1,0,0.565,0,,1.635,0.79,0,0,none,0.085,0.083,0.157,APPROVE
A07888,self_employed,0.929,0.867,0.917,40,110442,67212,,0,24574,0.72,27,4.42,1.643,0.904,0,0,none,0.07,0.083,0.141,APPROVE
A07889,self_employed,0.757,0.757,0.751,13,121397,86797,33781,2,5150,0.604,37,3.96,1.399,0.755,0,0,none,0.124,0.0,0.223,DECLINE
A07890,gig,0.963,,0.927,37,59297,42279,16602,0,,0.768,33,4.35,1.402,0.945,0,0,none,0.098,0.167,0.094,APPROVE
A07891,self_employed,0.731,0.796,0.823,56,21680,8442,6107,3,2041,0.563,71,,2.568,0.783,0,0,none,0.044,0.083,0.215,DECLINE
A07892,self_employed,0.871,0.938,0.838,63,36116,15388,16653,2,3749,0.592,44,4.21,2.347,0.882,0,0,none,0.09,0.0,0.134,APPROVE
A07893,self_employed,0.743,0.889,0.85,49,38212,27332,8339,0,10911,0.439,33,4.21,1.398,0.828,0,0,none,0.066,0.0,0.143,APPROVE
A07894,salaried,0.655,0.825,0.786,43,90164,63101,26490,1,12130,0.577,17,4.18,1.429,0.756,0,0,none,0.093,0.0,0.194,REFER
A07895,self_employed,0.772,0.753,,23,17246,13634,3060,2,1132,0.528,0,,1.265,0.763,0,0,none,0.111,0.167,0.272,DECLINE
A07896,gig,0.768,0.782,0.816,41,45606,38817,,1,37998,0.671,42,4.0,1.175,0.789,0,0,none,0.093,0.083,0.24,DECLINE
A07897,self_employed,0.951,0.874,0.741,15,33894,16566,10832,1,7990,0.494,22,4.1,2.046,0.855,0,0,none,0.04,0.0,0.132,APPROVE
A07898,salaried,0.89,0.906,0.905,40,31562,11223,9849,2,650,0.625,0,,2.812,0.9,2,0,none,0.132,0.083,0.145,APPROVE
A07899,gig,0.772,0.74,0.783,22,23187,15434,6510,0,20840,0.532,23,4.07,1.502,0.765,0,0,none,0.121,0.0,0.214,DECLINE
A07900,gig,0.927,1.0,0.846,61,40152,26979,16711,1,36898,0.99,41,4.47,1.488,0.924,0,0,none,0.016,0.0,0.034,APPROVE
A07901,gig,0.699,0.746,0.805,29,32931,,5175,3,22440,,44,3.75,,0.75,0,0,none,0.21,0.167,0.287,DECLINE
A07902,gig,0.757,0.891,0.97,45,67541,32930,21936,1,60246,0.883,23,4.4,2.051,0.873,0,0,none,0.0,0.0,0.108,APPROVE
A07903,self_employed,0.739,0.806,0.796,35,34842,26017,10704,0,8251,0.713,21,4.46,1.339,0.78,0,0,none,0.055,0.0,0.162,REFER
A07904,gig,0.675,0.717,0.792,35,27818,14505,5939,0,23129,,15,4.29,1.918,0.728,0,0,none,0.096,0.083,0.243,DECLINE
A07905,gig,0.834,0.833,0.884,28,34452,23628,14009,0,32510,0.837,20,4.39,1.458,0.85,0,0,none,0.058,0.0,0.091,APPROVE
A07906,salaried,0.709,,0.844,34,36648,,9618,0,3160,0.736,22,4.11,,0.777,0,0,none,0.105,0.167,0.223,DECLINE
A07907,self_employed,0.888,0.779,0.91,68,52587,33377,14148,3,6107,,22,4.13,1.576,0.859,0,0,none,0.084,0.083,0.134,APPROVE
A07908,gig,0.794,0.757,0.744,16,16669,13083,3591,1,,0.592,,4.33,1.274,0.765,0,0,none,0.045,0.167,0.276,DECLINE
A07909,gig,0.984,0.917,0.978,25,27675,19183,3057,2,25253,0.823,34,4.42,1.443,0.96,0,0,none,0.049,0.0,0.083,APPROVE
A07910,salaried,,0.767,0.736,69,14074,,7745,,5330,0.575,16,3.61,,0.751,0,0,none,0.102,0.25,0.223,DECLINE
A07911,gig,0.819,0.841,0.895,37,87551,49506,27910,3,61190,0.839,19,4.47,1.768,0.852,0,0,none,0.12,0.0,0.124,APPROVE
